sampleID,pigID,site,type,diet,NEC,description,litter,letter,group,NEC.group,group.NEC,feeding,farm,sex,dob,weight.b,dod,tod,euth,weight.d,pj.vh,pj.cd,di.vh,di.cd,co.cd,clin.st,clin.je,clin.il,clin.co,clin.nec,hist.pj,hist.di,hist.co,hist.nec,image.index,notes,clin.tot,hist.tot,clin.max,hist.max,clin.nec.c,hrs.after.feed,weight.gain
215B.DI,215B,Ileum,Contents,LAC,Healthy,Fed,215,B,LAC,Healthy-LAC,LAC-Healthy,eg,Rosenbaum,F,9/20/2013,1051,9/27/2013,7.666666667,Y,1661,540,92,625,106,241,1,1,1,1,Healthy,0,0,0,Healthy,,,4,0,1,0,Healthy,115.6666667,120.4287395
215B.DI.tissue,215B,Ileum,Tissue,LAC,Healthy,Fed,215,B,LAC,Healthy-LAC,LAC-Healthy,eg,Rosenbaum,F,9/20/2013,1051,9/27/2013,7.666666667,Y,1661,540,92,625,106,241,1,1,1,1,Healthy,0,0,0,Healthy,,,4,0,1,0,Healthy,115.6666667,120.4287395
215B.stom,215B,Stomach,Contents,LAC,Healthy,Fed,215,B,LAC,Healthy-LAC,LAC-Healthy,eg,Rosenbaum,F,9/20/2013,1051,9/27/2013,7.666666667,Y,1661,540,92,625,106,241,1,1,1,1,Healthy,0,0,0,Healthy,,,4,0,1,0,Healthy,115.6666667,120.4287395
215B.colon.tissue,215B,Colon,Tissue,LAC,Healthy,Fed,215,B,LAC,Healthy-LAC,LAC-Healthy,eg,Rosenbaum,F,9/20/2013,1051,9/27/2013,7.666666667,Y,1661,540,92,625,106,241,1,1,1,1,Healthy,0,0,0,Healthy,,,4,0,1,0,Healthy,115.6666667,120.4287395
215C.colon.tissue,215C,Colon,Tissue,CSS,Healthy,Fed,215,C,CSS,Healthy-CSS,CSS-Healthy,eg,Rosenbaum,F,9/20/2013,1042,9/26/2013,9.166666667,Y,1519,535,86,644,108,207,1,1,1,1,Healthy,0,0,0,Healthy,DSCF1885.jpg,Euthanized early accidentally?,4,0,1,0,Healthy,93.16666667,117.9237671
215C.colon,215C,Colon,Contents,CSS,Healthy,Fed,215,C,CSS,Healthy-CSS,CSS-Healthy,eg,Rosenbaum,F,9/20/2013,1042,9/26/2013,9.166666667,Y,1519,535,86,644,108,207,1,1,1,1,Healthy,0,0,0,Healthy,DSCF1885.jpg,Euthanized early accidentally?,4,0,1,0,Healthy,93.16666667,117.9237671
215C.DI,215C,Ileum,Contents,CSS,Healthy,Fed,215,C,CSS,Healthy-CSS,CSS-Healthy,eg,Rosenbaum,F,9/20/2013,1042,9/26/2013,9.166666667,Y,1519,535,86,644,108,207,1,1,1,1,Healthy,0,0,0,Healthy,DSCF1885.jpg,Euthanized early accidentally?,4,0,1,0,Healthy,93.16666667,117.9237671
215C.DI.tissue,215C,Ileum,Tissue,CSS,Healthy,Fed,215,C,CSS,Healthy-CSS,CSS-Healthy,eg,Rosenbaum,F,9/20/2013,1042,9/26/2013,9.166666667,Y,1519,535,86,644,108,207,1,1,1,1,Healthy,0,0,0,Healthy,DSCF1885.jpg,Euthanized early accidentally?,4,0,1,0,Healthy,93.16666667,117.9237671
215C.stom,215C,Stomach,Contents,CSS,Healthy,Fed,215,C,CSS,Healthy-CSS,CSS-Healthy,eg,Rosenbaum,F,9/20/2013,1042,9/26/2013,9.166666667,Y,1519,535,86,644,108,207,1,1,1,1,Healthy,0,0,0,Healthy,DSCF1885.jpg,Euthanized early accidentally?,4,0,1,0,Healthy,93.16666667,117.9237671
215D.DI.tissue,215G,Ileum,Tissue,LAC,NEC,Fed,215,G,LAC,NEC-LAC,LAC-NEC,eg,Rosenbaum,F,9/20/2013,854,9/24/2013,4,N,996,322,59,250,94,312,4,3,3,1,NEC,2,3,2,NEC,,abnormal colon looks like villi,11,7,4,3,NEC,40,99.76580796
215G.colon,215G,Colon,Contents,LAC,NEC,Fed,215,G,LAC,NEC-LAC,LAC-NEC,eg,Rosenbaum,F,9/20/2013,854,9/24/2013,4,N,996,322,59,250,94,312,4,3,3,1,NEC,2,3,2,NEC,,abnormal colon looks like villi,11,7,4,3,NEC,40,99.76580796
215G.colon.tissue,215G,Colon,Tissue,LAC,NEC,Fed,215,G,LAC,NEC-LAC,LAC-NEC,eg,Rosenbaum,F,9/20/2013,854,9/24/2013,4,N,996,322,59,250,94,312,4,3,3,1,NEC,2,3,2,NEC,,abnormal colon looks like villi,11,7,4,3,NEC,40,99.76580796
215G.DI,215G,Ileum,Contents,LAC,NEC,Fed,215,G,LAC,NEC-LAC,LAC-NEC,eg,Rosenbaum,F,9/20/2013,854,9/24/2013,4,N,996,322,59,250,94,312,4,3,3,1,NEC,2,3,2,NEC,,abnormal colon looks like villi,11,7,4,3,NEC,40,99.76580796
215G.stom,215G,Stomach,Contents,LAC,NEC,Fed,215,G,LAC,NEC-LAC,LAC-NEC,eg,Rosenbaum,F,9/20/2013,854,9/24/2013,4,N,996,322,59,250,94,312,4,3,3,1,NEC,2,3,2,NEC,,abnormal colon looks like villi,11,7,4,3,NEC,40,99.76580796
215H.stom,215H,Stomach,Contents,CSS,Healthy,Fed,215,H,CSS,Healthy-CSS,CSS-Healthy,eg,Rosenbaum,M,9/20/2013,1085,9/27/2013,8.25,Y,1710,595,93,650,110,213,1,1,1,1,Healthy,0,0,0,Healthy,,,4,0,1,0,Healthy,116.25,118.9237402
215H.colon,215H,Colon,Contents,CSS,Healthy,Fed,215,H,CSS,Healthy-CSS,CSS-Healthy,eg,Rosenbaum,M,9/20/2013,1085,9/27/2013,8.25,Y,1710,595,93,650,110,213,1,1,1,1,Healthy,0,0,0,Healthy,,,4,0,1,0,Healthy,116.25,118.9237402
215H.colon.tissue,215H,Colon,Tissue,CSS,Healthy,Fed,215,H,CSS,Healthy-CSS,CSS-Healthy,eg,Rosenbaum,M,9/20/2013,1085,9/27/2013,8.25,Y,1710,595,93,650,110,213,1,1,1,1,Healthy,0,0,0,Healthy,,,4,0,1,0,Healthy,116.25,118.9237402
215H.DI.tissue,215H,Ileum,Tissue,CSS,Healthy,Fed,215,H,CSS,Healthy-CSS,CSS-Healthy,eg,Rosenbaum,M,9/20/2013,1085,9/27/2013,8.25,Y,1710,595,93,650,110,213,1,1,1,1,Healthy,0,0,0,Healthy,,,4,0,1,0,Healthy,116.25,118.9237402
215H.DI,215H,Ileum,Contents,CSS,Healthy,Fed,215,H,CSS,Healthy-CSS,CSS-Healthy,eg,Rosenbaum,M,9/20/2013,1085,9/27/2013,8.25,Y,1710,595,93,650,110,213,1,1,1,1,Healthy,0,0,0,Healthy,,,4,0,1,0,Healthy,116.25,118.9237402
215K.colon,215K,Colon,Contents,CSS,NEC,Fed,215,K,CSS,NEC-CSS,CSS-NEC,eg,Rosenbaum,F,9/20/2013,1039,9/25/2013,18.33333333,N,1529,207,52,302,74,219,1,5,3,5,NEC,4,2,3,NEC,,,14,9,5,4,NEC,78.33333333,144.4924539
215K.colon.tissue,215K,Colon,Tissue,CSS,NEC,Fed,215,K,CSS,NEC-CSS,CSS-NEC,eg,Rosenbaum,F,9/20/2013,1039,9/25/2013,18.33333333,N,1529,207,52,302,74,219,1,5,3,5,NEC,4,2,3,NEC,,,14,9,5,4,NEC,78.33333333,144.4924539
215K.DI,215K,Ileum,Contents,CSS,NEC,Fed,215,K,CSS,NEC-CSS,CSS-NEC,eg,Rosenbaum,F,9/20/2013,1039,9/25/2013,18.33333333,N,1529,207,52,302,74,219,1,5,3,5,NEC,4,2,3,NEC,,,14,9,5,4,NEC,78.33333333,144.4924539
215K.DI.tissue,215K,Ileum,Tissue,CSS,NEC,Fed,215,K,CSS,NEC-CSS,CSS-NEC,eg,Rosenbaum,F,9/20/2013,1039,9/25/2013,18.33333333,N,1529,207,52,302,74,219,1,5,3,5,NEC,4,2,3,NEC,,,14,9,5,4,NEC,78.33333333,144.4924539
215K.Stom,215K,Stomach,Contents,CSS,NEC,Fed,215,K,CSS,NEC-CSS,CSS-NEC,eg,Rosenbaum,F,9/20/2013,1039,9/25/2013,18.33333333,N,1529,207,52,302,74,219,1,5,3,5,NEC,4,2,3,NEC,,,14,9,5,4,NEC,78.33333333,144.4924539
Burrin.0003789,228C,Colon,Contents,Newborn,Healthy,Newborn,228,C,NEW,NEW,NEW,NA,Rosenbaum,F,6/25/2014,1034,6/25/2014,NA,Y,1034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
Burrin.0003725,233A,Stomach,Contents,LAC,Healthy,Fed,233,A,LAC,Healthy-LAC,LAC-Healthy,eg,Rosenbaum,F,11/7/2014,1043,11/14/2014,9,Y,1614,908,89,591,98,364,1,1,1,1,Healthy,0,0,0,Healthy,,,4,0,1,0,Healthy,117,112.2993338
Burrin.0003799,233A,Colon,Contents,LAC,Healthy,Fed,233,A,LAC,Healthy-LAC,LAC-Healthy,eg,Rosenbaum,F,11/7/2014,1043,11/14/2014,9,Y,1614,908,89,591,98,364,1,1,1,1,Healthy,0,0,0,Healthy,,,4,0,1,0,Healthy,117,112.2993338
Burrin.0003907,233A,Colon,Tissue,LAC,Healthy,Fed,233,A,LAC,Healthy-LAC,LAC-Healthy,eg,Rosenbaum,F,11/7/2014,1043,11/14/2014,9,Y,1614,908,89,591,98,364,1,1,1,1,Healthy,0,0,0,Healthy,,,4,0,1,0,Healthy,117,112.2993338
Burrin.0003856,233A,Ileum,Tissue,LAC,Healthy,Fed,233,A,LAC,Healthy-LAC,LAC-Healthy,eg,Rosenbaum,F,11/7/2014,1043,11/14/2014,9,Y,1614,908,89,591,98,364,1,1,1,1,Healthy,0,0,0,Healthy,,,4,0,1,0,Healthy,117,112.2993338
Burrin.0003748,233A,Ileum,Contents,LAC,Healthy,Fed,233,A,LAC,Healthy-LAC,LAC-Healthy,eg,Rosenbaum,F,11/7/2014,1043,11/14/2014,9,Y,1614,908,89,591,98,364,1,1,1,1,Healthy,0,0,0,Healthy,,,4,0,1,0,Healthy,117,112.2993338
Burrin.0003726,233C,Stomach,Contents,LAC,Healthy,Fed,233,C,LAC,Healthy-LAC,LAC-Healthy,eg,Rosenbaum,M,11/7/2014,588,11/12/2014,1,N,781,425,79,346,86,251,1,1,1,1,Healthy,1,1,0,Healthy,,full stomach; diet only found in proximal jejunum,4,2,1,1,Healthy,61,129.1401807
Burrin.0003857,233C,Ileum,Tissue,LAC,Healthy,Fed,233,C,LAC,Healthy-LAC,LAC-Healthy,eg,Rosenbaum,M,11/7/2014,588,11/12/2014,1,N,781,425,79,346,86,251,1,1,1,1,Healthy,1,1,0,Healthy,,full stomach; diet only found in proximal jejunum,4,2,1,1,Healthy,61,129.1401807
Burrin.0003749,233C,Ileum,Contents,LAC,Healthy,Fed,233,C,LAC,Healthy-LAC,LAC-Healthy,eg,Rosenbaum,M,11/7/2014,588,11/12/2014,1,N,781,425,79,346,86,251,1,1,1,1,Healthy,1,1,0,Healthy,,full stomach; diet only found in proximal jejunum,4,2,1,1,Healthy,61,129.1401807
Burrin.0003908,233C,Colon,Tissue,LAC,Healthy,Fed,233,C,LAC,Healthy-LAC,LAC-Healthy,eg,Rosenbaum,M,11/7/2014,588,11/12/2014,1,N,781,425,79,346,86,251,1,1,1,1,Healthy,1,1,0,Healthy,,full stomach; diet only found in proximal jejunum,4,2,1,1,Healthy,61,129.1401807
Burrin.0003800,233C,Colon,Contents,LAC,Healthy,Fed,233,C,LAC,Healthy-LAC,LAC-Healthy,eg,Rosenbaum,M,11/7/2014,588,11/12/2014,1,N,781,425,79,346,86,251,1,1,1,1,Healthy,1,1,0,Healthy,,full stomach; diet only found in proximal jejunum,4,2,1,1,Healthy,61,129.1401807
Burrin.0003858,233E,Ileum,Tissue,CSS,Healthy,Fed,233,E,CSS,Healthy-CSS,CSS-Healthy,eg,Rosenbaum,M,11/7/2014,578,11/12/2014,11,Y,697,444,97,212,83,287,1,1,1,1,Healthy,0,0,0,Healthy,,full stomach; feces (diarrhea) looked like diet,4,0,1,0,Healthy,71,69.5940348
Burrin.0003727,233E,Stomach,Contents,CSS,Healthy,Fed,233,E,CSS,Healthy-CSS,CSS-Healthy,eg,Rosenbaum,M,11/7/2014,578,11/12/2014,11,Y,697,444,97,212,83,287,1,1,1,1,Healthy,0,0,0,Healthy,,full stomach; feces (diarrhea) looked like diet,4,0,1,0,Healthy,71,69.5940348
Burrin.0003801,233E,Colon,Contents,CSS,Healthy,Fed,233,E,CSS,Healthy-CSS,CSS-Healthy,eg,Rosenbaum,M,11/7/2014,578,11/12/2014,11,Y,697,444,97,212,83,287,1,1,1,1,Healthy,0,0,0,Healthy,,full stomach; feces (diarrhea) looked like diet,4,0,1,0,Healthy,71,69.5940348
Burrin.0003909,233E,Colon,Tissue,CSS,Healthy,Fed,233,E,CSS,Healthy-CSS,CSS-Healthy,eg,Rosenbaum,M,11/7/2014,578,11/12/2014,11,Y,697,444,97,212,83,287,1,1,1,1,Healthy,0,0,0,Healthy,,full stomach; feces (diarrhea) looked like diet,4,0,1,0,Healthy,71,69.5940348
Burrin.0003750,233E,Ileum,Contents,CSS,Healthy,Fed,233,E,CSS,Healthy-CSS,CSS-Healthy,eg,Rosenbaum,M,11/7/2014,578,11/12/2014,11,Y,697,444,97,212,83,287,1,1,1,1,Healthy,0,0,0,Healthy,,full stomach; feces (diarrhea) looked like diet,4,0,1,0,Healthy,71,69.5940348
Burrin.0003728,233G,Stomach,Contents,LAC,Healthy,Fed,233,G,LAC,Healthy-LAC,LAC-Healthy,eg,Rosenbaum,F,11/7/2014,689,11/10/2014,7,N,730,550,92,473,78,245,2,1,1,1,Healthy,0,1,0,Healthy,,,5,1,2,1,Healthy,19,75.16614468
Burrin.0003910,233G,Colon,Tissue,LAC,Healthy,Fed,233,G,LAC,Healthy-LAC,LAC-Healthy,eg,Rosenbaum,F,11/7/2014,689,11/10/2014,7,N,730,550,92,473,78,245,2,1,1,1,Healthy,0,1,0,Healthy,,,5,1,2,1,Healthy,19,75.16614468
Burrin.0003859,233G,Ileum,Tissue,LAC,Healthy,Fed,233,G,LAC,Healthy-LAC,LAC-Healthy,eg,Rosenbaum,F,11/7/2014,689,11/10/2014,7,N,730,550,92,473,78,245,2,1,1,1,Healthy,0,1,0,Healthy,,,5,1,2,1,Healthy,19,75.16614468
Burrin.0003802,233G,Colon,Contents,LAC,Healthy,Fed,233,G,LAC,Healthy-LAC,LAC-Healthy,eg,Rosenbaum,F,11/7/2014,689,11/10/2014,7,N,730,550,92,473,78,245,2,1,1,1,Healthy,0,1,0,Healthy,,,5,1,2,1,Healthy,19,75.16614468
Burrin.0003751,233G,Ileum,Contents,LAC,Healthy,Fed,233,G,LAC,Healthy-LAC,LAC-Healthy,eg,Rosenbaum,F,11/7/2014,689,11/10/2014,7,N,730,550,92,473,78,245,2,1,1,1,Healthy,0,1,0,Healthy,,,5,1,2,1,Healthy,19,75.16614468
Burrin.0003729,233H,Stomach,Contents,LAC,NEC,Fed,233,H,LAC,NEC-LAC,LAC-NEC,eg,Rosenbaum,F,11/7/2014,928,11/13/2014,9.5,Y,1216,353,84,78,103,316,6,2,5,5,NEC,0,3,0,NEC,,"stomach (no NEC) has ""cottage cheese"", hard contents; ileum has hard contents; OCT samples thawed for 5-6 hrs then refrozen",18,3,6,3,NEC,93.5,79.66070441
Burrin.0003911,233H,Colon,Tissue,LAC,NEC,Fed,233,H,LAC,NEC-LAC,LAC-NEC,eg,Rosenbaum,F,11/7/2014,928,11/13/2014,9.5,Y,1216,353,84,78,103,316,6,2,5,5,NEC,0,3,0,NEC,,"stomach (no NEC) has ""cottage cheese"", hard contents; ileum has hard contents; OCT samples thawed for 5-6 hrs then refrozen",18,3,6,3,NEC,93.5,79.66070441
Burrin.0003803,233H,Colon,Contents,LAC,NEC,Fed,233,H,LAC,NEC-LAC,LAC-NEC,eg,Rosenbaum,F,11/7/2014,928,11/13/2014,9.5,Y,1216,353,84,78,103,316,6,2,5,5,NEC,0,3,0,NEC,,"stomach (no NEC) has ""cottage cheese"", hard contents; ileum has hard contents; OCT samples thawed for 5-6 hrs then refrozen",18,3,6,3,NEC,93.5,79.66070441
Burrin.0003860,233H,Ileum,Tissue,LAC,NEC,Fed,233,H,LAC,NEC-LAC,LAC-NEC,eg,Rosenbaum,F,11/7/2014,928,11/13/2014,9.5,Y,1216,353,84,78,103,316,6,2,5,5,NEC,0,3,0,NEC,,"stomach (no NEC) has ""cottage cheese"", hard contents; ileum has hard contents; OCT samples thawed for 5-6 hrs then refrozen",18,3,6,3,NEC,93.5,79.66070441
Burrin.0003752,233H,Ileum,Contents,LAC,NEC,Fed,233,H,LAC,NEC-LAC,LAC-NEC,eg,Rosenbaum,F,11/7/2014,928,11/13/2014,9.5,Y,1216,353,84,78,103,316,6,2,5,5,NEC,0,3,0,NEC,,"stomach (no NEC) has ""cottage cheese"", hard contents; ileum has hard contents; OCT samples thawed for 5-6 hrs then refrozen",18,3,6,3,NEC,93.5,79.66070441
Burrin.0003912,233I,Colon,Tissue,CSS,NEC,Fed,233,I,CSS,NEC-CSS,CSS-NEC,eg,Rosenbaum,M,11/7/2014,668,11/11/2014,14.5,N,820,457,88,490,91,234,1,2,4,1,NEC,1,0,1,Healthy,,,8,2,4,1,NEC,50.5,108.1401553
Burrin.0003804,233I,Colon,Contents,CSS,NEC,Fed,233,I,CSS,NEC-CSS,CSS-NEC,eg,Rosenbaum,M,11/7/2014,668,11/11/2014,14.5,N,820,457,88,490,91,234,1,2,4,1,NEC,1,0,1,Healthy,,,8,2,4,1,NEC,50.5,108.1401553
Burrin.0003730,233I,Stomach,Contents,CSS,NEC,Fed,233,I,CSS,NEC-CSS,CSS-NEC,eg,Rosenbaum,M,11/7/2014,668,11/11/2014,14.5,N,820,457,88,490,91,234,1,2,4,1,NEC,1,0,1,Healthy,,,8,2,4,1,NEC,50.5,108.1401553
Burrin.0003861,233I,Ileum,Tissue,CSS,NEC,Fed,233,I,CSS,NEC-CSS,CSS-NEC,eg,Rosenbaum,M,11/7/2014,668,11/11/2014,14.5,N,820,457,88,490,91,234,1,2,4,1,NEC,1,0,1,Healthy,,,8,2,4,1,NEC,50.5,108.1401553
Burrin.0003753,233I,Ileum,Contents,CSS,NEC,Fed,233,I,CSS,NEC-CSS,CSS-NEC,eg,Rosenbaum,M,11/7/2014,668,11/11/2014,14.5,N,820,457,88,490,91,234,1,2,4,1,NEC,1,0,1,Healthy,,,8,2,4,1,NEC,50.5,108.1401553
Burrin.0003913,233K,Colon,Tissue,CSS,NEC,Fed,233,K,CSS,NEC-CSS,CSS-NEC,eg,Rosenbaum,M,11/7/2014,1069,11/14/2014,10,Y,1545,720,93,633,98,194,1,2,2,3,NEC,0,0,2,NEC,,,8,2,3,2,NEC,118,90.5646018
Burrin.0003731,233K,Stomach,Contents,CSS,NEC,Fed,233,K,CSS,NEC-CSS,CSS-NEC,eg,Rosenbaum,M,11/7/2014,1069,11/14/2014,10,Y,1545,720,93,633,98,194,1,2,2,3,NEC,0,0,2,NEC,,,8,2,3,2,NEC,118,90.5646018
Burrin.0003862,233K,Ileum,Tissue,CSS,NEC,Fed,233,K,CSS,NEC-CSS,CSS-NEC,eg,Rosenbaum,M,11/7/2014,1069,11/14/2014,10,Y,1545,720,93,633,98,194,1,2,2,3,NEC,0,0,2,NEC,,,8,2,3,2,NEC,118,90.5646018
Burrin.0003805,233K,Colon,Contents,CSS,NEC,Fed,233,K,CSS,NEC-CSS,CSS-NEC,eg,Rosenbaum,M,11/7/2014,1069,11/14/2014,10,Y,1545,720,93,633,98,194,1,2,2,3,NEC,0,0,2,NEC,,,8,2,3,2,NEC,118,90.5646018
Burrin.0003754,233K,Ileum,Contents,CSS,NEC,Fed,233,K,CSS,NEC-CSS,CSS-NEC,eg,Rosenbaum,M,11/7/2014,1069,11/14/2014,10,Y,1545,720,93,633,98,194,1,2,2,3,NEC,0,0,2,NEC,,,8,2,3,2,NEC,118,90.5646018
Burrin.0003732,233L,Stomach,Contents,MIX,Healthy,Fed,233,L,MIX,Healthy-MIX,MIX-Healthy,eg,Rosenbaum,M,11/7/2014,992,11/14/2014,10.91666667,Y,1530,480,84,528,96,235,1,1,1,1,Healthy,1,0,0,Healthy,,,4,1,1,1,Healthy,118.9166667,109.4558853
Burrin.0003863,233L,Ileum,Tissue,MIX,Healthy,Fed,233,L,MIX,Healthy-MIX,MIX-Healthy,eg,Rosenbaum,M,11/7/2014,992,11/14/2014,10.91666667,Y,1530,480,84,528,96,235,1,1,1,1,Healthy,1,0,0,Healthy,,,4,1,1,1,Healthy,118.9166667,109.4558853
Burrin.0003806,233L,Colon,Contents,MIX,Healthy,Fed,233,L,MIX,Healthy-MIX,MIX-Healthy,eg,Rosenbaum,M,11/7/2014,992,11/14/2014,10.91666667,Y,1530,480,84,528,96,235,1,1,1,1,Healthy,1,0,0,Healthy,,,4,1,1,1,Healthy,118.9166667,109.4558853
Burrin.0003914,233L,Colon,Tissue,MIX,Healthy,Fed,233,L,MIX,Healthy-MIX,MIX-Healthy,eg,Rosenbaum,M,11/7/2014,992,11/14/2014,10.91666667,Y,1530,480,84,528,96,235,1,1,1,1,Healthy,1,0,0,Healthy,,,4,1,1,1,Healthy,118.9166667,109.4558853
Burrin.0003755,233L,Ileum,Contents,MIX,Healthy,Fed,233,L,MIX,Healthy-MIX,MIX-Healthy,eg,Rosenbaum,M,11/7/2014,992,11/14/2014,10.91666667,Y,1530,480,84,528,96,235,1,1,1,1,Healthy,1,0,0,Healthy,,,4,1,1,1,Healthy,118.9166667,109.4558853
Burrin.0003915,233M,Colon,Tissue,MIX,NEC,Fed,233,M,MIX,NEC-MIX,MIX-NEC,eg,Rosenbaum,M,11/7/2014,651,11/12/2014,7.666666667,Y,916,441,72,99,52,130,5,3,6,5,NEC,1,4,3,NEC,,,19,8,6,4,NEC,67.66666667,144.3781072
Burrin.0003864,233M,Ileum,Tissue,MIX,NEC,Fed,233,M,MIX,NEC-MIX,MIX-NEC,eg,Rosenbaum,M,11/7/2014,651,11/12/2014,7.666666667,Y,916,441,72,99,52,130,5,3,6,5,NEC,1,4,3,NEC,,,19,8,6,4,NEC,67.66666667,144.3781072
Burrin.0003807,233M,Colon,Contents,MIX,NEC,Fed,233,M,MIX,NEC-MIX,MIX-NEC,eg,Rosenbaum,M,11/7/2014,651,11/12/2014,7.666666667,Y,916,441,72,99,52,130,5,3,6,5,NEC,1,4,3,NEC,,,19,8,6,4,NEC,67.66666667,144.3781072
Burrin.0003733,233M,Stomach,Contents,MIX,NEC,Fed,233,M,MIX,NEC-MIX,MIX-NEC,eg,Rosenbaum,M,11/7/2014,651,11/12/2014,7.666666667,Y,916,441,72,99,52,130,5,3,6,5,NEC,1,4,3,NEC,,,19,8,6,4,NEC,67.66666667,144.3781072
Burrin.0003756,233M,Ileum,Contents,MIX,NEC,Fed,233,M,MIX,NEC-MIX,MIX-NEC,eg,Rosenbaum,M,11/7/2014,651,11/12/2014,7.666666667,Y,916,441,72,99,52,130,5,3,6,5,NEC,1,4,3,NEC,,,19,8,6,4,NEC,67.66666667,144.3781072
Burrin.0003865,233N,Ileum,Tissue,CSS,NEC,Fed,233,N,CSS,NEC-CSS,CSS-NEC,eg,Rosenbaum,F,11/7/2014,649,11/10/2014,23.5,Y,720,360,75,96,69,213,6,4,5,6,NEC,2,3,2,NEC,,,21,7,6,3,NEC,35.5,73.95993837
Burrin.0003916,233N,Colon,Tissue,CSS,NEC,Fed,233,N,CSS,NEC-CSS,CSS-NEC,eg,Rosenbaum,F,11/7/2014,649,11/10/2014,23.5,Y,720,360,75,96,69,213,6,4,5,6,NEC,2,3,2,NEC,,,21,7,6,3,NEC,35.5,73.95993837
Burrin.0003757,233N,Ileum,Contents,CSS,NEC,Fed,233,N,CSS,NEC-CSS,CSS-NEC,eg,Rosenbaum,F,11/7/2014,649,11/10/2014,23.5,Y,720,360,75,96,69,213,6,4,5,6,NEC,2,3,2,NEC,,,21,7,6,3,NEC,35.5,73.95993837
Burrin.0003808,233N,Colon,Contents,CSS,NEC,Fed,233,N,CSS,NEC-CSS,CSS-NEC,eg,Rosenbaum,F,11/7/2014,649,11/10/2014,23.5,Y,720,360,75,96,69,213,6,4,5,6,NEC,2,3,2,NEC,,,21,7,6,3,NEC,35.5,73.95993837
Burrin.0003734,233N,Stomach,Contents,CSS,NEC,Fed,233,N,CSS,NEC-CSS,CSS-NEC,eg,Rosenbaum,F,11/7/2014,649,11/10/2014,23.5,Y,720,360,75,96,69,213,6,4,5,6,NEC,2,3,2,NEC,,,21,7,6,3,NEC,35.5,73.95993837
Burrin.0003809,233P,Colon,Contents,CSS,NEC,Fed,233,P,CSS,NEC-CSS,CSS-NEC,eg,Rosenbaum,M,11/7/2014,905,11/10/2014,12.5,N,973,497,82,294,69,260,3,2,4,1,NEC,1,1,0,Healthy,,,10,2,4,1,NEC,24.5,73.60469049
Burrin.0003758,233P,Ileum,Contents,CSS,NEC,Fed,233,P,CSS,NEC-CSS,CSS-NEC,eg,Rosenbaum,M,11/7/2014,905,11/10/2014,12.5,N,973,497,82,294,69,260,3,2,4,1,NEC,1,1,0,Healthy,,,10,2,4,1,NEC,24.5,73.60469049
Burrin.0003735,233P,Stomach,Contents,CSS,NEC,Fed,233,P,CSS,NEC-CSS,CSS-NEC,eg,Rosenbaum,M,11/7/2014,905,11/10/2014,12.5,N,973,497,82,294,69,260,3,2,4,1,NEC,1,1,0,Healthy,,,10,2,4,1,NEC,24.5,73.60469049
Burrin.0003917,233P,Colon,Tissue,CSS,NEC,Fed,233,P,CSS,NEC-CSS,CSS-NEC,eg,Rosenbaum,M,11/7/2014,905,11/10/2014,12.5,N,973,497,82,294,69,260,3,2,4,1,NEC,1,1,0,Healthy,,,10,2,4,1,NEC,24.5,73.60469049
Burrin.0003866,233P,Ileum,Tissue,CSS,NEC,Fed,233,P,CSS,NEC-CSS,CSS-NEC,eg,Rosenbaum,M,11/7/2014,905,11/10/2014,12.5,N,973,497,82,294,69,260,3,2,4,1,NEC,1,1,0,Healthy,,,10,2,4,1,NEC,24.5,73.60469049
